student_key,student_id,student_name,date_of_birth,grade,contact_number,student_rank
7803,S07803,kimberly may,2009-07-31,Grade 2,+14909243779,322
7785,S07785,kristin fernandez,2010-04-28,Grade 1,+16576505764,322
7598,S07598,earl white,2013-01-16,Grade 2,+18663636927,322
7636,S07636,toni adams,2007-08-31,Grade 4,+12177321436,322
6617,S06617,christine griffith,2006-05-27,Grade 2,+12065692191,322
8628,S08628,gary palmer,2011-05-28,Grade 3,+15755147844,322
8601,S08601,sarah shannon,2011-02-24,Grade 4,+15282162457,322
8700,S08700,ronnie barr,2007-06-25,Grade 3,+14735566039,322
9277,S09277,anthony diaz,2017-02-19,Grade 1,+17095228028,322
10646,S10646,jillian harper,2010-09-30,Grade 3,+13906652819,322
11015,S11015,robert johnson,2018-07-26,Grade 3,+15082292562,322
11736,S11736,daniel miller,2018-08-17,Grade 3,+13235198717,322
11425,S11425,michelle hammond,2012-09-04,Grade 1,+18774984537,322
10433,S10433,andrew frye,2017-02-17,Grade 5,+17367817505,322
10150,S10150,jenny wright,2007-04-15,Grade 4,+12385577095,322
10032,S10032,pamela cox,2008-04-18,Grade 5,+15939938191,322
9525,S09525,lauren glass,2006-09-27,Grade 1,+17723695860,322
3118,S03118,lauren webster,2011-09-13,Grade 3,+17537193065,323
954,S00954,sarah larsen,2014-05-25,Grade 1,+17419046287,323
5436,S05436,nathan johnson,2006-08-01,Grade 2,+19623728273,323
6143,S06143,pamela hall,2009-06-09,Grade 2,+17143189873,323
6607,S06607,erin thomas,2007-04-09,Grade 2,+19082514646,323
6367,S06367,shannon richards,2009-04-22,Grade 2,+13237953262,323
7055,S07055,susan perez,2017-07-03,Grade 2,+13975691184,323
7187,S07187,catherine walker,2008-04-01,Grade 5,+15956036883,323
6895,S06895,jordan duncan,2007-09-24,Grade 5,+13694124092,324
1029,S01029,brandon hughes,2017-04-24,Grade 2,+14966023228,325
718,S00718,mrs. stephanie mason,2010-11-08,Grade 3,+12407862568,325
770,S00770,gary bradford,2013-09-14,Grade 2,+16854020052,325
277,S00277,cheryl mason,2016-04-21,Grade 4,+17446052373,325
17,S00017,kelly delgado,2015-06-28,Grade 2,+19938712154,325
490,S00490,matthew fleming,2015-03-18,Grade 1,+18894826193,325
2220,S02220,brian cook,2010-01-01,Grade 2,+17416665575,325
2070,S02070,william russell,2015-09-20,Grade 3,+19195752002,325
2075,S02075,brendan hamilton,2006-06-06,Grade 1,+17826820512,325
1969,S01969,michael johnson,2007-04-05,Grade 4,+17785836250,325
1865,S01865,joshua stout,2010-11-16,Grade 1,+12477712291,325
1878,S01878,monica brown,2013-01-10,Grade 2,+17704567008,325
1721,S01721,michael roberts,2006-03-22,Grade 4,+14019180717,325
1509,S01509,kelsey bright,2018-03-11,Grade 5,+19904160201,325
1707,S01707,steven townsend,2012-02-22,Grade 5,+18397923767,325
1647,S01647,stephen orr,2010-11-05,Grade 2,+19244021733,325
1626,S01626,william valdez,2015-01-11,Grade 1,+14885275657,325
1306,S01306,joseph torres,2017-12-23,Grade 5,+19624230708,325
1399,S01399,daniel flores,2007-02-26,Grade 4,+13263920083,325
3089,S03089,jonathon price,2008-03-22,Grade 1,+13309880335,325
3020,S03020,andrew zamora,2018-10-13,Grade 3,n/a,325
2405,S02405,tanner adams,2016-02-05,Grade 5,+17507628500,325
2391,S02391,natalie garcia,2009-02-22,Grade 2,+16983476709,325
2599,S02599,jennifer taylor,2012-04-19,Grade 5,+17407067647,325
6000,S06000,craig hart,2009-12-31,Grade 5,+17763536854,325
5530,S05530,david bailey,2008-03-26,Grade 1,n/a,325
5598,S05598,chad ho,2018-02-08,Grade 1,+14839332338,325
5846,S05846,brett brown,2014-11-17,Grade 2,+13806565597,325
5872,S05872,thomas ward,2013-12-06,Grade 1,+18476112337,325
5948,S05948,michael franklin,2006-12-12,Grade 2,+17983389857,325
3245,S03245,jason jenkins,2008-01-19,Grade 1,+19567483361,325
3264,S03264,robert scott,2008-03-28,Grade 5,+14337736848,325
3281,S03281,matthew conner,2008-02-29,Grade 4,+17375751927,325
3705,S03705,christina patton,2011-09-28,Grade 2,+14899143014,325
3643,S03643,dr. sarah mata,2012-08-09,Grade 1,+18727737232,325
3619,S03619,peter williams,2009-03-29,Grade 1,+19033758437,325
3996,S03996,steven chavez,2013-10-08,Grade 4,+15473863691,325
3985,S03985,mrs. michelle williams,2006-05-09,Grade 4,+17272703165,325
4944,S04944,paul barrett,2007-12-26,Grade 1,+16533301720,325
5293,S05293,timothy lane dds,2007-06-12,Grade 5,+14998907184,325
5396,S05396,jessica tate,2016-09-04,Grade 1,+16402088332,325
5386,S05386,natalie jones,2017-12-18,Grade 3,+14183770326,325
5277,S05277,jason hall,2016-09-23,Grade 1,+12508062841,325
4510,S04510,sarah cameron,2009-01-28,Grade 2,+18607315955,325
6900,S06900,angie mcknight,2007-11-25,Grade 2,+15644266533,325
6940,S06940,christian garza,2016-01-27,Grade 5,+15907159426,325
6935,S06935,dr. michael hernandez,2007-10-06,Grade 2,n/a,325
7031,S07031,david patel,2009-09-01,Grade 5,+16067631700,325
6336,S06336,mitchell hayes,2006-11-24,Grade 4,+16943445534,325
6395,S06395,jessica kidd,2007-06-29,Grade 4,+18553918838,325
6413,S06413,sharon peters,2012-04-04,Grade 2,+14149602875,325
6635,S06635,gabrielle jones,2018-02-13,Grade 2,+17714131753,325
6710,S06710,april harris,2010-07-01,Grade 3,+15185097585,325
6811,S06811,hannah kelly,2006-10-06,Grade 5,+16112703862,325
6813,S06813,allison martinez,2011-10-31,Grade 2,+17564849504,325
6815,S06815,lawrence mitchell,2018-09-10,Grade 2,+16677567765,325
7868,S07868,beth taylor,2009-11-03,Grade 5,+15779015160,325
8506,S08506,melvin arnold,2010-09-22,Grade 4,n/a,325
9219,S09219,olivia dominguez,2016-05-07,Grade 4,+12235648051,325
9395,S09395,anthony williams,2012-07-09,Grade 4,+15566772405,325
8702,S08702,charles parker,2007-05-26,Grade 2,+14249921015,325
8924,S08924,kurt baker,2010-05-09,Grade 1,+14494346835,325
9126,S09126,robert foster,2012-10-22,Grade 1,+13086873221,325
9049,S09049,jessica crawford,2013-10-04,Grade 2,+14363525057,325
9467,S09467,samantha byrd,2015-06-16,Grade 4,+13239398058,325
10000,S10000,deborah peterson,2016-08-07,Grade 2,+14626527622,325
9755,S09755,eric daniels,2009-02-08,Grade 5,+13514939478,325
10368,S10368,christine gonzalez,2014-04-06,Grade 3,+12385146391,325
11732,S11732,brittney case,2015-02-19,Grade 1,+12375708309,325
11485,S11485,catherine ross,2013-11-11,Grade 2,+18999267518,325
11004,S11004,briana coffey,2008-02-22,Grade 1,+17463165788,325
11138,S11138,luis armstrong,2015-02-17,Grade 4,n/a,325
11142,S11142,aaron lang,2014-03-12,Grade 5,+15979646420,325
11055,S11055,thomas fleming,2011-11-04,Grade 1,+18499201229,325
10622,S10622,maria wright,2008-12-04,Grade 3,+14949402924,325
10635,S10635,amanda garrison,2012-03-06,Grade 3,+15576404874,325
11949,S11949,edward conner,2011-12-07,Grade 5,+13365662125,325
12092,S12092,daniel bell,2011-09-02,Grade 1,+16482240793,325
2562,S02562,cheryl moss,2015-05-27,Grade 3,+14269931425,326
1346,S01346,michelle cruz dvm,2007-09-16,Grade 4,+13695293393,326
1953,S01953,stacy jones,2014-03-19,Grade 5,+12807485552,326
4613,S04613,ernest wood,2006-07-03,Grade 2,+13444650308,326
5417,S05417,kristin bradley,2014-02-17,Grade 3,+17552719154,326
3291,S03291,james brown,2007-04-21,Grade 2,n/a,326
5477,S05477,jeffrey stewart,2019-01-29,Grade 1,+18586144126,326
5462,S05462,manuel jones,2014-12-20,Grade 5,+13214260072,326
8198,S08198,michelle sanchez,2017-01-24,Grade 2,+16399413771,326
8058,S08058,donald ramsey,2011-12-12,Grade 1,+17923113111,326
1241,S01241,debra joseph,2010-12-04,Grade 1,+16405606651,327
544,S00544,norma roth,2016-10-28,Grade 3,n/a,327
549,S00549,javier gallagher,2006-08-08,Grade 5,+13287229948,327
399,S00399,jennifer johnson,2012-05-27,Grade 1,+13238731770,327
95,S00095,george williams,2008-09-01,Grade 2,+14013998240,327
827,S00827,caitlin jackson dvm,2014-06-14,Grade 5,+14992936623,327
637,S00637,jonathan sanders,2012-08-21,Grade 4,+12437326771,327
1006,S01006,joel patrick,2013-08-14,Grade 4,+18093216183,327
2651,S02651,emily blankenship,2013-06-17,Grade 4,+13076969229,327
2709,S02709,jennifer fischer,2010-04-11,Grade 4,+16954433149,327
2839,S02839,sara hartman,2009-05-28,Grade 2,+13087784791,327
5784,S05784,robert davis,2017-01-27,Grade 5,+13994605860,327
3627,S03627,william mccarthy,2016-12-06,Grade 2,+19515825266,327
3793,S03793,eric elliott,2018-03-28,Grade 5,+15907430838,327
5146,S05146,james young,2012-11-02,Grade 1,+19883448079,327
5116,S05116,angela johnson,2007-10-01,Grade 1,+14457594859,327
4507,S04507,lance fry,2008-12-23,Grade 2,+15249555870,327
8146,S08146,daniel meyer,2015-08-08,Grade 2,+18342672098,327
8096,S08096,lori fuller,2011-10-22,Grade 4,+13907139615,327
8234,S08234,albert brown,2009-10-24,Grade 1,n/a,327
8422,S08422,andrew ramos,2017-11-11,Grade 4,+18932100665,327
6877,S06877,jon guzman,2013-04-21,Grade 3,+17233550452,327
6350,S06350,lawrence miller,2009-04-11,Grade 5,+18377766337,327
6882,S06882,deborah shaw,2014-06-29,Grade 1,+13005194756,327
7272,S07272,tina allen,2008-10-30,Grade 2,+17495829065,327
7296,S07296,angel hines,2013-11-25,Grade 4,+12125998121,327
9172,S09172,james marquez,2007-09-12,Grade 3,+17805394985,327
9144,S09144,grace wheeler,2013-11-17,Grade 3,+19008502548,327
8822,S08822,elizabeth wade,2015-08-06,Grade 5,+12602063896,327
12080,S12080,thomas obrien,2008-07-16,Grade 3,n/a,327
11927,S11927,cassandra robbins,2012-11-19,Grade 1,+16739923774,327
10824,S10824,michelle brown,2010-07-07,Grade 2,+16165202743,327
11213,S11213,barbara oconnor,2014-06-23,Grade 4,+17394645919,327
11242,S11242,julie harris,2006-07-27,Grade 1,+16396662800,327
10350,S10350,alexander wilson,2013-01-31,Grade 4,+17308595871,327
10284,S10284,shawn thompson,2008-05-17,Grade 1,+15807544611,327
9993,S09993,alan shelton,2012-10-25,Grade 3,+18576983454,327
10010,S10010,robin chen,2009-03-28,Grade 1,+13127823876,327
9698,S09698,kristin fry,2006-10-15,Grade 4,+16993186578,327
2788,S02788,daniel jensen,2018-10-11,Grade 2,+17063849040,328
2597,S02597,robert lopez,2015-09-11,Grade 1,+14607363624,328
1124,S01124,jordan webb,2017-10-07,Grade 1,+15899925889,328
1243,S01243,james sanders,2013-03-16,Grade 2,+18262583648,328
1674,S01674,robert hoover,2016-10-06,Grade 2,+13675126967,328
1716,S01716,kathleen gates,2009-10-31,Grade 4,+18697985306,328
4689,S04689,briana deleon,2008-04-13,Grade 2,+15735053182,328
4811,S04811,jean hester,2006-08-30,Grade 3,+19167093032,328
4259,S04259,anna johnson,2016-07-01,Grade 3,+15235891034,328
5660,S05660,carrie bauer,2009-04-19,Grade 2,+12665494702,328
6404,S06404,susan ward,2017-04-20,Grade 5,+13682717059,328
7592,S07592,brian wilcox,2009-08-19,Grade 3,+15968688571,328
9970,S09970,james nelson,2011-03-19,Grade 4,+12277450783,328
11409,S11409,michael richardson,2017-07-27,Grade 5,+18402195891,328
11693,S11693,melissa robertson,2013-10-31,Grade 3,+19256579073,328
11066,S11066,jessica anderson,2016-07-24,Grade 1,n/a,328
11900,S11900,bernard anderson,2006-06-25,Grade 2,+18452506550,328
11970,S11970,cynthia rodriguez,2019-02-24,Grade 4,+14407849467,328
1248,S01248,alexander knapp,2016-04-16,Grade 2,+13634206131,329
3103,S03103,andrew foster,2017-06-13,Grade 3,+16492105384,329
6161,S06161,christopher flores,2017-08-04,Grade 3,+17678715479,329
7479,S07479,stephanie gibbs,2007-05-26,Grade 3,+19079075298,329
8321,S08321,danielle boyer,2015-04-02,Grade 3,+18215665491,329
8454,S08454,sarah simpson,2017-12-14,Grade 2,+15885601391,329
8553,S08553,kenneth roach,2008-10-13,Grade 1,+13934785005,329
7195,S07195,christy fields,2011-07-17,Grade 3,+13766307875,329
11850,S11850,brent parsons,2014-09-08,Grade 4,+18714457629,329
1181,S01181,robert leonard,2008-10-05,Grade 5,+13133959243,330
2154,S02154,joseph dawson,2017-09-20,Grade 4,+17216904548,330
7056,S07056,david madden,2007-09-14,Grade 4,+12707496830,330
11910,S11910,jessica barrera,2009-10-01,Grade 3,+13284262752,330
4302,S04302,robert miller,2006-05-03,Grade 1,+19777116682,331
2176,S02176,megan walters,2007-07-08,Grade 4,+19645328354,332
2139,S02139,alicia underwood,2010-09-28,Grade 5,+17594137353,332
1998,S01998,jennifer soto,2010-05-18,Grade 1,+13922540386,332
1726,S01726,steven lowe,2018-11-15,Grade 5,+15083338845,332
1746,S01746,isaac carr,2008-11-22,Grade 2,+14136274164,332
1913,S01913,kristopher berg,2011-01-02,Grade 3,+17558864823,332
1194,S01194,joseph harvey,2016-09-04,Grade 2,+13847499008,332
1200,S01200,scott herrera,2008-05-13,Grade 5,+16875235592,332
1152,S01152,michael barnes,2009-04-01,Grade 4,+14734137597,332
1173,S01173,logan wilson,2015-10-01,Grade 2,+13488471308,332
1235,S01235,laura martin,2014-07-24,Grade 4,+15424136796,332
1265,S01265,kenneth kemp,2018-09-14,Grade 5,+18292571046,332
1277,S01277,brian bell,2017-10-27,Grade 1,+16895478234,332
1609,S01609,sheena acevedo,2010-10-03,Grade 5,+15823912708,332
1538,S01538,william jones,2009-02-14,Grade 3,+14578680503,332
1530,S01530,kyle chapman,2016-11-10,Grade 1,+14983553909,332
1115,S01115,michael leonard,2014-10-09,Grade 4,+13645549599,332
888,S00888,nancy kaufman,2010-10-15,Grade 2,+13756811382,332
612,S00612,tamara rowe,2007-03-01,Grade 3,+19166676385,332
748,S00748,matthew dunn,2019-02-27,Grade 2,+13182088732,332
752,S00752,amanda alvarez,2013-12-05,Grade 3,+18014937017,332
12,S00012,jonathan solis,2016-07-07,Grade 1,+15342534789,332
260,S00260,caitlyn davis,2011-07-16,Grade 4,+13028679917,332
364,S00364,dr. brett hall,2010-06-10,Grade 2,+18382537204,332
291,S00291,victoria tucker,2013-06-27,Grade 4,+19268309225,332
480,S00480,robert cook,2017-09-26,Grade 3,+13327258683,332
3131,S03131,manuel smith,2018-04-09,Grade 2,+16127790430,332
2902,S02902,sara johnson,2017-05-30,Grade 4,+12244910485,332
2919,S02919,claudia ross,2009-09-01,Grade 4,+18755298798,332
2873,S02873,kristin burnett,2012-08-07,Grade 5,+13048541274,332
3142,S03142,susan gonzalez,2017-12-21,Grade 2,+15184577554,332
2634,S02634,thomas green,2007-10-27,Grade 3,+18127666510,332
2609,S02609,jennifer haas,2015-07-16,Grade 4,+18994957669,332
2705,S02705,kim bennett,2012-09-10,Grade 3,+15209042863,332
2804,S02804,ashley hoffman,2012-10-19,Grade 5,+19648552703,332
2779,S02779,robert huffman,2012-09-20,Grade 5,+15394865009,332
2330,S02330,luke mccormick,2012-07-28,Grade 5,+16275470371,332
2472,S02472,kristen williams,2007-07-16,Grade 4,+17136115867,332
2475,S02475,sharon mclaughlin,2016-10-09,Grade 5,+17785748554,332
2476,S02476,thomas roberson,2015-09-11,Grade 1,+16783119823,332
4466,S04466,james brown,2011-01-29,Grade 5,+13528445990,332
4826,S04826,julie barrett,2015-10-31,Grade 2,+19078821453,332
4744,S04744,ashley hunter,2006-12-15,Grade 3,+18468504890,332
4720,S04720,janet morris,2007-01-20,Grade 4,+18023422642,332
4619,S04619,jesse friedman,2012-06-20,Grade 3,+14998255258,332
4574,S04574,dylan smith,2011-06-19,Grade 3,+18795806793,332
5041,S05041,jennifer tran,2007-04-22,Grade 4,+17719579979,332
5022,S05022,amanda berry,2018-11-15,Grade 3,+19492877606,332
4978,S04978,tyler lowe,2016-02-28,Grade 1,+16346367570,332
4974,S04974,michael lewis,2017-07-13,Grade 2,+16517600277,332
4890,S04890,bruce jimenez,2007-08-25,Grade 1,+17656855819,332
4892,S04892,jacob palmer,2017-09-13,Grade 5,+18257514627,332
5260,S05260,amanda hudson,2006-07-12,Grade 4,+13214466241,332
5216,S05216,joshua mcbride,2008-09-01,Grade 3,+13007940939,332
5379,S05379,lauren andrews,2012-03-06,Grade 3,+17623477706,332
4015,S04015,jessica edwards,2017-05-07,Grade 4,+17942999598,332
3823,S03823,michael cuevas,2009-05-12,Grade 5,n/a,332
3901,S03901,amy perez,2011-12-25,Grade 5,+19986004631,332
3927,S03927,rhonda pearson md,2011-07-26,Grade 4,+17518020888,332
3644,S03644,justin robinson,2009-09-15,Grade 3,n/a,332
3668,S03668,james owens,2010-10-02,Grade 5,+15809901264,332
3258,S03258,nicholas young,2015-02-02,Grade 1,+16109772531,332
3368,S03368,angela may,2006-06-16,Grade 1,+16699423208,332
3389,S03389,kathleen jackson,2012-09-04,Grade 2,+16878061222,332
6156,S06156,luis hill,2013-10-04,Grade 2,+15415580730,332
6169,S06169,mark church,2011-10-13,Grade 4,+12446645703,332
6194,S06194,erica atkinson,2007-12-16,Grade 5,+18563530625,332
6249,S06249,anne cooper,2013-07-06,Grade 5,+13583754979,332
6116,S06116,timothy potter,2011-10-16,Grade 1,+19543299839,332
6070,S06070,juan smith,2018-06-26,Grade 5,+13137400084,332
5661,S05661,christine brown,2019-01-13,Grade 5,+15176552544,332
5626,S05626,steven thompson,2017-09-16,Grade 2,n/a,332
5474,S05474,douglas koch,2015-05-15,Grade 3,+15328920259,332
5434,S05434,laura higgins,2014-09-10,Grade 2,+17494027353,332
5426,S05426,james thomas,2016-09-20,Grade 4,+18049667755,332
5730,S05730,lauren mills,2014-07-30,Grade 5,+19624649156,332
5837,S05837,steven johnson,2007-05-27,Grade 1,+15108461767,332
5821,S05821,justin floyd,2012-05-09,Grade 1,+19592595329,332
5799,S05799,anthony rogers,2010-03-20,Grade 2,+19605174587,332
5980,S05980,gregory burns,2011-04-16,Grade 4,+19133935132,332
5873,S05873,benjamin george,2007-03-21,Grade 5,+12354824969,332
5915,S05915,alexandra sawyer,2010-08-28,Grade 2,+13584274676,332
6899,S06899,christopher melendez,2018-06-26,Grade 5,+16199009271,332
6985,S06985,richard aguirre,2014-03-23,Grade 3,+13119795535,332
6980,S06980,jim holt,2013-02-06,Grade 4,+14488312487,332
7326,S07326,christina brown,2019-02-01,Grade 4,+15323410239,332
6466,S06466,james brooks,2006-10-02,Grade 3,+12864246146,332
6483,S06483,linda carter,2008-06-16,Grade 4,n/a,332
6549,S06549,joseph castro,2015-05-22,Grade 2,+19075997818,332
6870,S06870,marcus baker,2011-11-21,Grade 1,+17945138693,332
6764,S06764,sarah rios,2014-08-05,Grade 1,+12625962678,332
6777,S06777,julia garcia,2018-02-14,Grade 2,+12518158130,332
8514,S08514,william adams,2013-06-04,Grade 4,+17053055856,332
8478,S08478,christina jimenez,2016-10-24,Grade 1,+14867777982,332
8148,S08148,william gonzales,2018-03-03,Grade 3,+19813388951,332
7541,S07541,mr. mark day ii,2015-05-11,Grade 1,+13263463456,332
7583,S07583,marcus garcia,2016-08-24,Grade 1,+13805651628,332
7635,S07635,gavin williams,2012-10-05,Grade 5,+16238800898,332
7701,S07701,michael davis,2011-11-14,Grade 4,+18226211665,332
7702,S07702,morgan moore,2010-04-16,Grade 1,+18719967954,332
7799,S07799,terri rose,2009-10-31,Grade 2,+19509868085,332
7916,S07916,cheryl stone,2012-09-22,Grade 4,n/a,332
8834,S08834,dr. tyler fitzgerald,2015-05-10,Grade 2,+18842817244,332
8844,S08844,alicia wyatt,2009-10-25,Grade 2,+13868669044,332
8875,S08875,anna sims,2016-03-30,Grade 4,+12918142538,332
8885,S08885,joseph williams,2013-03-31,Grade 1,+12742624898,332
9115,S09115,robert soto,2015-06-16,Grade 3,+17346242293,332
9074,S09074,michael conrad,2016-02-10,Grade 3,+16032667953,332
8992,S08992,samantha colon,2016-09-28,Grade 1,+19393540177,332
8966,S08966,courtney cook,2009-08-09,Grade 4,+18065739635,332
9418,S09418,john smith,2013-11-20,Grade 2,+16796539290,332
9339,S09339,melanie hays,2008-03-19,Grade 1,+13425051043,332
9231,S09231,james horn,2010-04-27,Grade 1,+17615751062,332
9199,S09199,andrew gardner,2012-09-12,Grade 2,+19978077499,332
12000,S12000,aaron thomas,2014-12-14,Grade 1,+15105613599,332
11864,S11864,judy ellison,2016-03-30,Grade 2,+13775737801,332
11858,S11858,joshua davis,2009-06-20,Grade 3,+13103988665,332
11820,S11820,jonathan adams,2019-02-21,Grade 3,+15027528985,332
12075,S12075,jeffrey nichols,2006-06-12,Grade 3,+13787205730,332
11072,S11072,matthew atkinson,2008-04-10,Grade 1,+18314079329,332
11061,S11061,phillip peterson,2017-04-25,Grade 2,+13074639774,332
11114,S11114,jason young,2008-09-07,Grade 4,+14202982801,332
10634,S10634,laura morrison,2017-08-01,Grade 4,+13569662348,332
10638,S10638,jessica wood,2013-09-07,Grade 4,+17739924069,332
11728,S11728,jeremiah miller,2009-03-07,Grade 4,+18528768264,332
11739,S11739,jessica sherman,2016-12-17,Grade 1,n/a,332
11633,S11633,kelly martinez,2014-06-09,Grade 4,+15928463619,332
11643,S11643,christine gordon,2012-02-12,Grade 2,+17564587912,332
11456,S11456,dr. haley tapia,2009-02-25,Grade 4,+16176678923,332
11440,S11440,robert padilla,2009-02-04,Grade 4,+19349538239,332
11376,S11376,brandon martinez,2010-08-22,Grade 1,+12785361792,332
11365,S11365,sean oconnor,2008-10-26,Grade 3,+18103670597,332
11203,S11203,thomas ryan,2010-03-23,Grade 1,+14626837748,332
10002,S10002,christopher lopez,2011-10-31,Grade 1,+17394233942,332
10014,S10014,tony rios,2006-09-14,Grade 3,+12894451212,332
9959,S09959,joseph perez,2016-12-18,Grade 2,+15319547665,332
9953,S09953,stephanie howe,2010-07-20,Grade 1,+17382512160,332
9806,S09806,michael mcdaniel,2013-01-31,Grade 1,+19183941045,332
9693,S09693,thomas terry,2007-11-26,Grade 1,+13304990114,332
9745,S09745,keith anderson,2007-12-22,Grade 1,+15155045040,332
9485,S09485,jacqueline hayes,2006-06-19,Grade 1,+14303356038,332
9580,S09580,michael smith,2009-03-21,Grade 2,+16948846605,332
10288,S10288,kevin collins,2017-08-02,Grade 5,+16253541165,332
10277,S10277,michael mullen,2006-10-21,Grade 2,+12103719715,332
10274,S10274,dennis johnson,2014-08-27,Grade 3,+14625865752,332
10157,S10157,jenna chen,2018-02-08,Grade 5,+15878849760,332
10071,S10071,sarah blake,2015-08-14,Grade 5,+13003920678,332
10040,S10040,patrick stanley,2014-11-17,Grade 1,+17719023326,332
10348,S10348,nathaniel norris,2008-09-01,Grade 1,+19484702962,332
10407,S10407,colin hill,2018-05-03,Grade 5,+15853070702,332
10480,S10480,karen miller,2006-10-02,Grade 3,+15642353106,332
10516,S10516,richard brady,2016-08-04,Grade 1,+18879123200,332
10503,S10503,kevin cummings,2006-10-10,Grade 1,+14938168002,332
3090,S03090,richard wiley,2007-05-03,Grade 5,+14913783422,333
3400,S03400,sean cohen,2014-06-26,Grade 5,+13923453313,333
8682,S08682,troy combs,2013-10-31,Grade 2,+18049632492,334
8323,S08323,mrs. andrea le dds,2009-04-18,Grade 5,+19772545539,334
6511,S06511,eric henry,2012-03-06,Grade 5,+19254464492,334
11448,S11448,george larsen,2009-05-17,Grade 3,+13083534338,334
5276,S05276,heather humphrey,2011-08-20,Grade 2,+13997539662,335
6502,S06502,melanie navarro,2015-09-03,Grade 4,+13917104169,335
7953,S07953,omar sawyer,2016-12-20,Grade 3,+13587604919,335
11730,S11730,marcia collins,2010-06-18,Grade 3,+14443431760,335
2790,S02790,susan black,2016-10-02,Grade 1,+12684024632,336
90,S00090,david downs,2011-11-26,Grade 2,+19228134880,336
1011,S01011,ronald casey,2006-09-15,Grade 3,+17848050137,336
1914,S01914,jeanette bridges,2009-08-10,Grade 1,+12859444377,336
5331,S05331,alexis burns,2007-10-06,Grade 4,+13832242805,336
4931,S04931,nancy arnold,2011-12-09,Grade 1,+15847304784,336
4400,S04400,lori vega,2014-11-07,Grade 4,+15717291724,336
6017,S06017,james howe,2010-12-06,Grade 3,+17566842748,336
6198,S06198,sara austin,2013-02-14,Grade 5,+13914918344,336
11695,S11695,elizabeth cooke,2016-12-22,Grade 5,+13455410952,336
10616,S10616,jennifer hunt,2008-10-11,Grade 2,+14748386070,336
1617,S01617,johnny murray,2010-02-22,Grade 2,+17174998026,337
1689,S01689,tristan green,2012-04-27,Grade 3,+12049419858,337
1302,S01302,ashley jackson,2007-04-20,Grade 4,+14979907932,337
768,S00768,kayla cannon,2016-05-30,Grade 4,+12629635072,337
804,S00804,john thompson,2011-04-28,Grade 4,+13554498570,337
79,S00079,krista martinez,2008-05-03,Grade 2,+12818132086,337
58,S00058,steven donovan,2017-06-06,Grade 5,+13097416530,337
40,S00040,frank douglas,2017-08-22,Grade 5,+15614023053,337
321,S00321,gina thomas,2013-08-15,Grade 4,n/a,337
2292,S02292,jason chandler,2006-09-28,Grade 4,+17608580493,337
2922,S02922,anna wang,2017-11-19,Grade 1,+17234113355,337
5988,S05988,jamie garrett,2016-07-10,Grade 4,+16879859401,337
5688,S05688,anthony graham,2011-08-06,Grade 2,+17149828024,337
4926,S04926,mr. danny gray,2009-07-25,Grade 5,+12695921397,337
5254,S05254,heather young,2015-07-02,Grade 2,+14748210538,337
5188,S05188,kathryn turner,2011-04-19,Grade 1,+14086577315,337
5201,S05201,timothy torres,2013-06-13,Grade 4,+15472711408,337
3553,S03553,nathan boone,2017-12-26,Grade 4,+13105944464,337
3947,S03947,laura martinez,2018-06-11,Grade 1,+12136648413,337
4135,S04135,eric lewis,2007-12-18,Grade 5,+12516691070,337
8438,S08438,christine wagner,2007-03-20,Grade 3,+12506924345,337
8449,S08449,claire washington,2016-03-16,Grade 1,+12426526801,337
8149,S08149,matthew lambert,2013-08-02,Grade 2,+17616367851,337
6534,S06534,eric fritz,2011-11-19,Grade 3,+16478578361,337
6316,S06316,charles eaton,2008-07-21,Grade 5,+17745379772,337
7322,S07322,susan wright,2011-08-14,Grade 2,+18556785188,337
6963,S06963,jason rodriguez,2012-05-21,Grade 3,n/a,337
7021,S07021,jared sanchez,2013-10-29,Grade 1,+18897804317,337
8979,S08979,samantha alvarez,2014-08-05,Grade 1,+16344120370,337
9318,S09318,jessica dixon,2008-09-28,Grade 4,+18636073353,337
11185,S11185,micheal schultz,2007-08-02,Grade 3,+18425814510,337
10133,S10133,martha solis,2011-08-09,Grade 4,+12019832782,337
9835,S09835,sierra ross,2015-02-21,Grade 3,+19229471133,337
9893,S09893,kenneth miles,2009-03-30,Grade 2,+15132222584,337
2589,S02589,william copeland,2012-12-23,Grade 2,+14618684709,338
442,S00442,ryan robertson,2016-09-16,Grade 3,+12512302758,338
11,S00011,christopher church,2008-02-23,Grade 1,n/a,338
3915,S03915,jesse watson,2009-05-08,Grade 2,+19589377643,338
3155,S03155,michelle hansen,2014-02-22,Grade 2,+13555803379,338
4735,S04735,gary reeves,2009-07-10,Grade 4,+14909104902,338
9268,S09268,andrew garrison,2006-11-23,Grade 5,+19038513335,338
6875,S06875,barbara kirby,2014-01-19,Grade 5,+12374998242,338
7657,S07657,emily mckenzie,2007-03-06,Grade 3,+18274790903,338
7664,S07664,brian gonzalez,2013-07-03,Grade 3,+13047499758,338
9975,S09975,victoria thomas,2009-06-16,Grade 3,+17688697107,338
44,S00044,vicki whitaker,2013-10-16,Grade 1,+15428613947,339
138,S00138,michael mccall,2017-07-17,Grade 2,+16536298453,339
567,S00567,curtis rowe,2007-08-31,Grade 3,+17763335352,339
502,S00502,patricia peterson,2012-09-01,Grade 5,+17073549495,339
